TU_id	start	end	Direction	TU_genes	pathway_id	pathway_names
TU185E-6884	3726127	3729355	+	G185E-7618 ; G185E-7617 ; G185E-7616	PWY-5345 ; HSERMETANA-PWY ; PWY-5344	L-homocysteine biosynthesis;superpathway of L-methionine biosynthesis (by sulfhydrylation);L-methionine biosynthesis III;-
TU185E-7252	3889362	3889868	+	G185E-7749		-
TU185E-7516	1618209	1619684	-	G185E-5624		-
TU185E-6135	2121495	2123151	-	G185E-6067 ; G185E-6066		-
TU185E-5539	821507	823594	+	G185E-4875 ; G185E-4874	XYLCAT-PWY	-;D-xylose degradation I
TU185E-6503	2884611	2892449	+	G185E-6809 ; G185E-6808 ; G185E-6807		-
TU185E-5907	1582166	1586213	+	G185E-5592 ; G185E-5591 ; G185E-5590 ; G185E-5589	RIBOSYN2-PWY;PENTOSE-P-PWY ; NONOXIPENT-PWY	-;flavin biosynthesis I (bacteria and plants);pentose phosphate pathway (non-oxidative branch);pentose phosphate pathway
TU185E-6868	3694054	3696468	+	G185E-7582 ; G185E-7581	SALVPURINE2-PWY ; PWY-5695 ; PWY-6620 ; P121-PWY ; PWY-6609 ; PWY0-1296 ; PWY0-1297 ; PWY-7179;PWY-5659	superpathway of purine deoxyribonucleosides degradation;purine deoxyribonucleosides degradation I;inosine 5'-phosphate degradation;purine ribonucleosides degradation;xanthine and xanthosine salvage;adenine and adenosine salvage I;adenine and adenosine salvage III;guanine and guanosine salvage;GDP-mannose biosynthesis
TU185E-7236	4014077	4016212	-	G185E-7851	PWY-6947 ; PWY-6945 ; PWY-6946	superpathway of cholesterol degradation II (cholesterol dehydrogenase);;cholesterol degradation to androstenedione I (cholesterol oxidase)
TU185E-7500	1779194	1779298	-	G185E-5760		-
TU185E-6119	2089681	2092085	-	G185E-6037 ; G185E-6036		-
TU185E-5523	790024	791666	-	G185E-4834 ; G185E-4833		-
TU185E-6487	2857853	2860418	-	G185E-6774 ; G185E-6773 ; G185E-6772 ; G185E-6771		-
TU185E-5891	1543359	1546992	+	G185E-5555 ; G185E-5554 ; G185E-5553		-
TU185E-6852	3650234	3652682	+	G185E-7544 ; G185E-7543		-
TU185E-7220	4137206	4138138	+	G185E-7980		-
TU185E-7484	1960667	1960783	+	G185E-5928		-
TU185E-6103	2057528	2058193	+	G185E-6010		-
TU185E-5507	754685	755225	-	G185E-4803 ; G185E-4802		-
TU185E-6471	2808758	2812096	-	G185E-6733 ; G185E-6732 ; G185E-6731	VALDEG-PWY ; PWY-5046	L-valine degradation I;2-oxoisovalerate decarboxylation to isobutanoyl-CoA
TU185E-5875	1508184	1508923	-	G185E-5522 ; G185E-5521		-
TU185E-6836	3614457	3617603	-	G185E-7513		-
TU185E-7204	4222694	4223680	+	G185E-8073		-
TU185E-7468	2142521	2143675	+	G185E-6092		-
TU185E-6087	2033729	2038532	+	G185E-5993 ; G185E-5992 ; G185E-5991		-
TU185E-5491	730320	731033	-	G185E-4772		-
TU185E-6455	2771644	2773035	-	G185E-6704 ; G185E-6703 ; G185E-6702		-
TU185E-5859	1469671	1470252	-	G185E-5488	P381-PWY ; PWY-7962 ; PWY-6268 ; COBALSYN-PWY ; PWY-7971	adenosylcobinamide-GDP salvage from cobinamide I;superpathway of adenosylcobalamin salvage from cobinamide I;adenosylcobinamide-GDP biosynthesis from cobyrinate <i>a,c</i>-diamide;adenosylcobalamin salvage from cobalamin;adenosylcobalamin biosynthesis II (aerobic)
TU185E-6820	3587798	3590617	+	G185E-7483 ; G185E-7482		-
TU185E-7188	4405457	4408202	-	G185E-8217 ; G185E-8216 ; G185E-8215		-
TU185E-7452	2201223	2201744	-	G185E-6151		-
TU185E-6071	2000614	2002470	+	G185E-5964		-
TU185E-5475	702813	703199	+	G185E-4742		-
TU185E-6439	2739772	2740361	-	G185E-6674 ; G185E-6673		-
TU185E-5843	1426164	1431648	+	G185E-5451 ; G185E-5450 ; G185E-5449		-
TU185E-6804	3551281	3552542	+	G185E-7450 ; G185E-7449		-
TU185E-7172	4364979	4366838	-	G185E-8182		-
TU185E-7436	2338065	2338505	-	G185E-6287		-
TU185E-6055	1972138	1973568	+	G185E-5941		-
TU185E-5459	663487	664818	-	G185E-4705		-
TU185E-6423	2714124	2715332	-	G185E-6646		-
TU185E-5827	1399296	1399904	-	G185E-5423		-
TU185E-6788	3511682	3527385	+	G185E-7423 ; G185E-7422 ; G185E-7421 ; G185E-7420 ; G185E-7419 ; G185E-7418 ; G185E-7417 ; G185E-7416 ; G185E-7415 ; G185E-7414 ; G185E-7413 ; G185E-7412 ; G185E-7411 ; G185E-7410		-
TU185E-7156	4324015	4324967	+	G185E-8149 ; G185E-8148		-
TU185E-7420	2448160	2449962	+	G185E-6397	PWY0-42 ; FAO-PWY ; PWY0-1337 ; PWY-5971 ; P221-PWY ; PWY-5989	stearate biosynthesis II (bacteria and plants);palmitate biosynthesis II (bacteria and plants);octane oxidation;2-methylcitrate cycle I;fatty acid &beta;-oxidation I;oleate &beta;-oxidation
TU185E-6039	1941853	1944756	+	G185E-5909 ; G185E-5908 ; G185E-5907 ; G185E-5906	PWY-6945 ; PWY-6946 ; PWY-6947 ; PWY-6944 ; PWY0-1337 ; FAO-PWY	fatty acid &beta;-oxidation I;oleate &beta;-oxidation;;superpathway of cholesterol degradation II (cholesterol dehydrogenase);cholesterol degradation to androstenedione I (cholesterol oxidase);-
TU185E-5443	638032	639956	-	G185E-4681 ; G185E-4680	PWY-5837	-
TU185E-6407	2675936	2677633	+	G185E-6610	PWY185E-1	
TU185E-5811	1365274	1365365	+	G185E-5392		-
TU185E-6772	3471413	3473904	-	G185E-7369 ; G185E-7368 ; G185E-7367		-
TU185E-7140	4282449	4284331	+	G185E-8115 ; G185E-8114		-
TU185E-6023	1900241	1900975	-	G185E-5865		-
TU185E-5427	608746	610056	+	G185E-4649		-
TU185E-6391	2634528	2635592	-	G185E-6579		-
TU185E-5795	1329390	1332010	+	G185E-5357 ; G185E-5356		-
TU185E-6756	3431840	3431912	-	G185E-7329	PWY0-1479 ; TRNA-CHARGING-PWY	tRNA charging
TU185E-7124	4230256	4231236	+	G185E-8080	PWY-6404 ; DTDPRHAMSYN-PWY	superpathway of mycolyl-arabinogalactan-peptidoglycan complex biosynthesis;dTDP-L-rhamnose biosynthesis
TU185E-6007	1846716	1848458	-	G185E-5829 ; G185E-5828		-
TU185E-5411	575348	577338	+	G185E-4616 ; G185E-4615	PWY1G-0	-
TU185E-6375	2604297	2604683	+	G185E-6555		-
TU185E-5779	1282306	1282893	+	G185E-5323		-
TU185E-6740	3406285	3407325	+	G185E-7306		-
TU185E-7108	4198205	4198597	-	G185E-8040		-
TU185E-5991	1794756	1798245	+	G185E-5784 ; G185E-5783 ; G185E-5782	PYRIDNUCSYN-PWY;PYRIDNUCSYN-PWY ; PWY-5653	NAD <i>de novo</i> biosynthesis I (from aspartate);NAD <i>de novo</i> biosynthesis I (from aspartate);NAD biosynthesis from 2-amino-3-carboxymuconate semialdehyde
TU185E-5395	556458	557252	+	G185E-4593		-
TU185E-6359	2579228	2579419	-	G185E-6527		-
TU185E-5763	1243707	1246151	+	G185E-5288 ; G185E-5287	PENTOSE-P-PWY ; OXIDATIVEPENT-PWY	pentose phosphate pathway (oxidative branch) I;pentose phosphate pathway
TU185E-6724	3372545	3375664	-	G185E-7273 ; G185E-7272		-
TU185E-7092	4174873	4178070	+	G185E-8018		-
TU185E-5975	1761744	1765383	+	G185E-5749 ; G185E-5748 ; G185E-5747 ; G185E-5746 ; G185E-5745	BRANCHED-CHAIN-AA-SYN-PWY ; PWY-3001 ; ILEUSYN-PWY	superpathway of branched chain amino acid biosynthesis;superpathway of L-isoleucine biosynthesis I;L-isoleucine biosynthesis I (from threonine);-
TU185E-5379	530296	532214	-	G185E-4567 ; G185E-4566		-
TU185E-6343	2559703	2562457	+	G185E-6507 ; G185E-6506 ; G185E-6505		-
TU185E-5747	1220388	1220487	-	G185E-5257		-
TU185E-6708	3332071	3335748	-	G185E-7234 ; G185E-7233 ; G185E-7232 ; G185E-7231	PWY-6893 ; PWY-6894	-;thiamine diphosphate biosynthesis II (Bacillus);thiamine diphosphate biosynthesis I (E. coli)
TU185E-7076	4149591	4149911	-	G185E-7993		-
TU185E-5241	177543	180896	-	G185E-4269 ; G185E-4268		-
TU185E-5363	483977	489939	+	G185E-4530 ; G185E-4529		-
TU185E-7708	142128	143876	-	G185E-4235		-
TU185E-6327	2529341	2529874	-	G185E-6473		-
TU185E-5731	1198156	1199373	-	G185E-5236	PWY-6944 ; FAO-PWY ; PWY0-1337 ; PWY-6947 ; PWY-6945 ; PWY-6946	fatty acid &beta;-oxidation I;oleate &beta;-oxidation;;superpathway of cholesterol degradation II (cholesterol dehydrogenase);cholesterol degradation to androstenedione I (cholesterol oxidase)
TU185E-7060	4121916	4124348	+	G185E-7966	PWY0-1586	peptidoglycan maturation (<i>meso</i>-diaminopimelate containing)
TU185E-5225	149533	150996	+	G185E-4241		-
TU185E-5347	455637	455858	+	G185E-4502		-
TU185E-7692	219996	221723	-	G185E-4308	PWY-3001 ; ILEUSYN-PWY ; BRANCHED-CHAIN-AA-SYN-PWY ; VALSYN-PWY	L-valine biosynthesis;superpathway of branched chain amino acid biosynthesis;superpathway of L-isoleucine biosynthesis I;L-isoleucine biosynthesis I (from threonine)
TU185E-6311	2498832	2500373	+	G185E-6437		-
TU185E-5715	1175225	1175315	+	G185E-5212		-
TU185E-6679	3223568	3226285	-	G185E-7168 ; G185E-7167		-
TU185E-7044	4091841	4092878	+	G185E-7931		-
TU185E-5209	100583	102868	+	G185E-4209		-
TU185E-7412	2487615	2489051	+	G185E-6431	GLNSYN-PWY	L-glutamine biosynthesis I
TU185E-5331	405950	408448	-	G185E-4463		-
TU185E-7676	330422	331003	+	G185E-4396		-
TU185E-6295	2463233	2464751	-	G185E-6410 ; G185E-6409		-
TU185E-5699	1143736	1144467	+	G185E-5181		-
TU185E-6663	3187663	3187977	+	G185E-7128		-
TU185E-7028	4069175	4070470	+	G185E-7909		-
TU185E-5193	66923	68362	+	G185E-4177		-
TU185E-7396	2644320	2645774	+	G185E-6589		-
TU185E-5315	377931	378587	+	G185E-4432		-
TU185E-7660	415502	416965	-	G185E-4470		-
TU185E-6279	2432235	2432855	+	G185E-6379		-
TU185E-5683	1111612	1112223	+	G185E-5152		-
TU185E-6647	3151202	3152950	-	G185E-7096	TRNA-CHARGING-PWY	tRNA charging
TU185E-7012	4035857	4036684	+	G185E-7872		-
TU185E-5177	42004	42351	-	G185E-4153		-
TU185E-7380	2823256	2824593	-	G185E-6744		-
TU185E-5299	326266	328461	-	G185E-4393	PWY0-1337 ; FAO-PWY	fatty acid &beta;-oxidation I;oleate &beta;-oxidation
TU185E-7644	608059	608535	-	G185E-4648		-
TU185E-6263	2398720	2399793	+	G185E-6345	PWY-7211 ; PWY0-162 ; PWY-5686	superpathway of pyrimidine ribonucleotides <i>de novo</i> biosynthesis;UMP biosynthesis I;superpathway of pyrimidine deoxyribonucleotides <i>de novo</i> biosynthesis
TU185E-5667	1076778	1077835	-	G185E-5122 ; G185E-5121		-
TU185E-6631	3115046	3115303	+	G185E-7058		-
TU185E-6996	4001637	4007366	+	G185E-7842 ; G185E-7841 ; G185E-7840 ; G185E-7839 ; G185E-7838	PWY-3001 ; PWY-5345 ; THRESYN-PWY ; ASPARTATESYN-PWY ; ASPARTATE-DEG1-PWY ; PHESYN;PWY-6947 ; PWY-6944;PWY0-1337 ; FAO-PWY	L-aspartate biosynthesis;superpathway of L-threonine biosynthesis;L-phenylalanine biosynthesis I;superpathway of L-methionine biosynthesis (by sulfhydrylation);L-aspartate degradation I;superpathway of L-isoleucine biosynthesis I;;superpathway of cholesterol degradation II (cholesterol dehydrogenase);fatty acid &beta;-oxidation I;oleate &beta;-oxidation
TU185E-5161	13133	13558	-	G185E-4123		-
TU185E-7364	2906814	2907740	+	G185E-6824		-
TU185E-5283	289812	292029	-	G185E-4363 ; G185E-4362	PWY-6519 ; FASYN-ELONG-PWY ; PWY-5971 ; PWY-6113 ; PWY-5989 ; PWYG-321;PWY-5994 ; PWYG-321 ; FASYN-ELONG-PWY	fatty acid elongation -- saturated;mycolate biosynthesis;superpathway of mycolate biosynthesis;stearate biosynthesis II (bacteria and plants);palmitate biosynthesis II (bacteria and plants);8-amino-7-oxononanoate biosynthesis I;fatty acid elongation -- saturated;mycolate biosynthesis;superpathway of mycolate biosynthesis;stearate biosynthesis II (bacteria and plants);palmitate biosynthesis II (bacteria and plants);palmitate biosynthesis (type I fatty acid synthase)
TU185E-7628	767684	769597	-	G185E-4812		-
TU185E-6247	2365465	2366726	+	G185E-6312 ; G185E-6311		-
TU185E-5651	1046136	1050346	+	G185E-5094 ; G185E-5093		-
TU185E-6615	3085713	3086754	-	G185E-7028 ; G185E-7027		-
TU185E-6980	3964479	3965192	-	G185E-7805		-
TU185E-7348	3031788	3032498	+	G185E-6968		-
TU185E-7345	3051619	3051792	+	G185E-6986		-
TU185E-5264	237892	241292	-	G185E-4322 ; G185E-4321		-
TU185E-7609	927837	930485	-	G185E-4988		-
TU185E-6228	2327491	2330146	-	G185E-6277 ; G185E-6276 ; G185E-6275	P381-PWY ; PWY-7376	cob(II)yrinate <i>a,c</i>-diamide biosynthesis II (late cobalt incorporation);adenosylcobalamin biosynthesis II (aerobic)
TU185E-5632	1006693	1008180	-	G185E-5058	PWY-6113 ; PWY-5966-1 ; PWY0-1264 ; PWY-4381	superpathway of mycolate biosynthesis;fatty acid biosynthesis initiation (type I);fatty acid biosynthesis initiation I;biotin-carboxyl carrier protein assembly
TU185E-6596	3053914	3055491	+	G185E-6990		-
TU185E-6961	3898909	3900402	-	G185E-7757		-
TU185E-7329	3218339	3219214	+	G185E-7163	PWY0-1586	peptidoglycan maturation (<i>meso</i>-diaminopimelate containing)
TU185E-7593	993853	995340	+	G185E-5046		-
TU185E-6212	2270750	2271748	-	G185E-6228		-
TU185E-5616	972546	973706	-	G185E-5028		-
TU185E-6580	3025441	3026847	+	G185E-6961		-
TU185E-6945	3873452	3874132	+	G185E-7729		-
TU185E-7313	3371815	3372471	+	G185E-7271		-
TU185E-7577	1123714	1125417	+	G185E-5164		-
TU185E-6196	2242945	2243721	-	G185E-6200		-
TU185E-5600	932279	932932	-	G185E-4990		-
TU185E-6564	2996105	2998055	+	G185E-6929 ; G185E-6928		-
TU185E-5967	1743778	1744371	-	G185E-5729		-
TU185E-6929	3842239	3842769	+	G185E-7702		-
TU185E-7297	3494975	3496366	-	G185E-7394		-
TU185E-7561	1262272	1264128	-	G185E-5301		-
TU185E-6180	2223343	2224029	-	G185E-6179		-
TU185E-5584	908181	909318	-	G185E-4964 ; G185E-4963	PWY-5350	thiosulfate disproportionation IV (rhodanese);-
TU185E-6548	2971659	2972027	+	G185E-6895		-
TU185E-5951	1703074	1705789	+	G185E-5701 ; G185E-5700 ; G185E-5699		-
TU185E-6913	3805621	3807573	+	G185E-7667		-
TU185E-7281	3586844	3587539	-	G185E-7481		-
TU185E-7545	1344216	1345169	-	G185E-5371	DAPLYSINESYN-PWY	
TU185E-6164	2181262	2183239	-	G185E-6128 ; G185E-6127 ; G185E-6126		-
TU185E-5568	874732	876390	+	G185E-4930		-
TU185E-6532	2955767	2957432	+	G185E-6874 ; G185E-6873		-
TU185E-5935	1669283	1672384	+	G185E-5665 ; G185E-5664 ; G185E-5663		-
TU185E-6897	3772651	3773019	+	G185E-7636		-
TU185E-7265	3753765	3754256	+	G185E-7624		-
TU185E-7529	1511973	1512605	-	G185E-5526	PWY185E-1	
TU185E-6148	2139741	2140704	+	G185E-6090 ; G185E-6089 ; G185E-6088		-
TU185E-5552	840947	841656	+	G185E-4894 ; G185E-4893		-
TU185E-6516	2925492	2926138	+	G185E-6838 ; G185E-6837		-
TU185E-5919	1613307	1616349	+	G185E-5621 ; G185E-5620 ; G185E-5619	GLYCOLYSIS ; GLUCONEO-PWY	glycolysis I (from glucose 6-phosphate);gluconeogenesis I
TU185E-6881	3721731	3723631	-	G185E-7612 ; G185E-7611	TRNA-CHARGING-PWY	-;tRNA charging
TU185E-7249	3903078	3904616	+	G185E-7761		-
TU185E-7513	1636004	1638229	-	G185E-5635		-
TU185E-6132	2117347	2119446	+	G185E-6063		-
TU185E-5536	817539	818444	-	G185E-4870		-
TU185E-6500	2881252	2881320	+	G185E-6801		-
TU185E-5904	1574850	1576796	-	G185E-5583 ; G185E-5582		-
TU185E-6865	3682110	3687577	-	G185E-7575 ; G185E-7574 ; G185E-7573 ; G185E-7572		-
TU185E-7233	4030493	4031407	+	G185E-7867		-
TU185E-7497	1828180	1828797	+	G185E-5815		-
TU185E-6116	2084756	2086981	-	G185E-6032	GLYOXYLATE-BYPASS ; PWY-6969	;glyoxylate cycle
TU185E-5520	786149	786946	+	G185E-4829		-
TU185E-6484	2849852	2850574	-	G185E-6763		-
TU185E-5888	1537783	1538169	-	G185E-5546		-
TU185E-6849	3643177	3644838	+	G185E-7537		-
TU185E-7217	4161048	4161773	+	G185E-8004		-
TU185E-7481	1989042	1989566	+	G185E-5953		-
TU185E-6100	2054157	2055359	-	G185E-6007		-
TU185E-5504	752984	753367	-	G185E-4799		-
TU185E-6468	2801254	2806236	-	G185E-6726		-
TU185E-5872	1490117	1494425	-	G185E-5506 ; G185E-5505	PWY-7900	glycogen biosynthesis III (from &alpha;-maltose 1-phosphate)
TU185E-6833	3608364	3611189	-	G185E-7508 ; G185E-7507 ; G185E-7506 ; G185E-7505		-
TU185E-7201	4299812	4301566	+	G185E-8122	PWY-7746	mycobacterial sulfolipid biosynthesis
TU185E-7465	2149006	2150274	-	G185E-6099		-
TU185E-6084	2030694	2030978	+	G185E-5988		-
TU185E-5488	720005	728306	-	G185E-4769 ; G185E-4768 ; G185E-4767		-
TU185E-6452	2765655	2766839	+	G185E-6697		-
TU185E-5856	1458295	1459509	+	G185E-5476	PWY-6404 ; PWY-6397	superpathway of mycolyl-arabinogalactan-peptidoglycan complex biosynthesis;
TU185E-6817	3580638	3581620	+	G185E-7474 ; G185E-7473		-
TU185E-7185	4401728	4403082	+	G185E-8212 ; G185E-8211	THIOREDOX-PWY	thioredoxin pathway;-
TU185E-7449	2226244	2227920	+	G185E-6183		-
TU185E-6068	1999142	1999357	-	G185E-5961		-
TU185E-5472	699856	700167	+	G185E-4738		-
TU185E-6436	2733230	2734144	+	G185E-6667		-
TU185E-5840	1419961	1420302	-	G185E-5443		-
TU185E-6801	3547618	3548907	+	G185E-7444		-
TU185E-7169	4357593	4359782	-	G185E-8177		-
TU185E-7433	2374461	2376290	-	G185E-6321		-
TU185E-6052	1967705	1968910	+	G185E-5937 ; G185E-5936 ; G185E-5935		-
TU185E-5456	658321	659340	+	G185E-4701		-
TU185E-6420	2706017	2706736	+	G185E-6638		-
TU185E-5824	1389357	1393052	-	G185E-5419		-
TU185E-6785	3503393	3505283	+	G185E-7403 ; G185E-7402	HISTSYN-PWY	L-histidine biosynthesis;-
TU185E-7153	4321538	4322071	+	G185E-8145		-
TU185E-7417	2464997	2466955	+	G185E-6411	ASPARAGINE-BIOSYNTHESIS ; GLUTAMINDEG-PWY ; PWY490-4 ; PWY-5921 ; PWY0-1325 ; ASPARAGINESYN-PWY	L-asparagine biosynthesis I;superpathway of L-asparagine biosynthesis;L-asparagine biosynthesis II;L-glutamine degradation I;glutaminyl-tRNA<sup>gln</sup> biosynthesis via transamidation;L-asparagine biosynthesis III (tRNA-dependent)
TU185E-6036	1929786	1933878	-	G185E-5897 ; G185E-5896 ; G185E-5895		-
TU185E-5440	633055	635875	-	G185E-4676 ; G185E-4675 ; G185E-4674	PWY-5837	-
TU185E-6404	2656215	2656430	-	G185E-6603	PWY185E-1	
TU185E-5808	1357759	1363361	-	G185E-5389 ; G185E-5388 ; G185E-5387 ; G185E-5386 ; G185E-5385		-
TU185E-6769	3467210	3467662	-	G185E-7360		-
TU185E-7137	4276571	4278085	+	G185E-8108		-
TU185E-6020	1895725	1896867	+	G185E-5861 ; G185E-5860 ; G185E-5859		-
TU185E-5424	600441	604516	+	G185E-4643 ; G185E-4642 ; G185E-4641	P381-PWY ; PWY-5188; PWY-5194 ; PWY-7376	adenosylcobalamin biosynthesis II (aerobic);tetrapyrrole biosynthesis I (from glutamate);cob(II)yrinate <i>a,c</i>-diamide biosynthesis II (late cobalt incorporation);adenosylcobalamin biosynthesis II (aerobic);siroheme biosynthesis
TU185E-6388	2626654	2626980	-	G185E-6574		-
TU185E-5792	1324532	1325611	-	G185E-5353	PWY-7738	
TU185E-6753	3427243	3429519	+	G185E-7324		-
TU185E-7121	4218849	4220932	+	G185E-8070 ; G185E-8069	PWY0-1337 ; FAO-PWY;LIPAS-PWY	fatty acid &beta;-oxidation I;oleate &beta;-oxidation;triacylglycerol degradation
TU185E-6004	1830665	1833379	+	G185E-5818		-
TU185E-5408	571710	573065	+	G185E-4611		-
TU185E-6372	2600731	2601879	+	G185E-6552		-
TU185E-5776	1277893	1278820	+	G185E-5317 ; G185E-5316		-
TU185E-6737	3397214	3398290	-	G185E-7298		-
TU185E-7105	4196724	4197107	+	G185E-8037		-
TU185E-5988	1790284	1792235	+	G185E-5779 ; G185E-5778 ; G185E-5777	PWY0-1507	biotin biosynthesis from 8-amino-7-oxononanoate I;-
TU185E-5392	551749	552550	+	G185E-4588 ; G185E-4587		-
TU185E-6356	2575809	2577701	+	G185E-6524 ; G185E-6523		-
TU185E-5760	1240187	1240885	+	G185E-5280		-
TU185E-6721	3358612	3359271	+	G185E-7258		-
TU185E-7089	4170214	4171143	+	G185E-8015		-
TU185E-5972	1753510	1757310	+	G185E-5739 ; G185E-5738 ; G185E-5737	PWY0-42 ; FAO-PWY ; PWY0-1337 ; PWY-5971 ; P221-PWY ; PWY-5989	stearate biosynthesis II (bacteria and plants);palmitate biosynthesis II (bacteria and plants);octane oxidation;2-methylcitrate cycle I;fatty acid &beta;-oxidation I;oleate &beta;-oxidation;-
TU185E-5376	521514	522167	+	G185E-4559		-
TU185E-7721	12468	13016	+	G185E-4122		-
TU185E-6340	2551560	2552939	+	G185E-6498		-
TU185E-5744	1215599	1216054	+	G185E-5254		-
TU185E-6705	3324573	3325703	-	G185E-7224	LIPAS-PWY	triacylglycerol degradation
TU185E-7073	4142748	4148186	-	G185E-7990 ; G185E-7989 ; G185E-7988 ; G185E-7987 ; G185E-7986	PWY-7255;GLUTATHIONESYN-PWY ; PWY-7255	glutathione biosynthesis;
TU185E-5238	173238	174758	+	G185E-4264		-
TU185E-5360	476394	476642	+	G185E-4522		-
TU185E-7705	157847	158302	+	G185E-4247	PWY-5994 ; PWY-5989 ; PWY-6113 ; PWY-5971 ; PWYG-321 ; FASYN-ELONG-PWY	fatty acid elongation -- saturated;mycolate biosynthesis;superpathway of mycolate biosynthesis;stearate biosynthesis II (bacteria and plants);palmitate biosynthesis II (bacteria and plants);palmitate biosynthesis (type I fatty acid synthase)
TU185E-6324	2525565	2527918	+	G185E-6469 ; G185E-6468		-
TU185E-5728	1192510	1196092	-	G185E-5233 ; G185E-5232 ; G185E-5231	PWY-6947 ; PWY-6944 ; VALDEG-PWY ; PWY0-1337 ; FAO-PWY; ILEUDEG-PWY 	L-valine degradation I;fatty acid &beta;-oxidation I;oleate &beta;-oxidation;;superpathway of cholesterol degradation II (cholesterol dehydrogenase);L-valine degradation I;fatty acid &beta;-oxidation I;oleate &beta;-oxidation;;superpathway of cholesterol degradation II (cholesterol dehydrogenase);L-isoleucine degradation I;-
TU185E-6692	3290624	3291325	-	G185E-7199		-
TU185E-7057	4116478	4117152	+	G185E-7959		-
TU185E-5222	145627	147771	-	G185E-4237		-
TU185E-5344	447147	453154	-	G185E-4499 ; G185E-4498 ; G185E-4497 ; G185E-4496 ; G185E-4495 ; G185E-4494		-
TU185E-7689	241514	241924	+	G185E-4323		-
TU185E-6308	2493837	2495399	-	G185E-6434		-
TU185E-5712	1167053	1168554	+	G185E-5205 ; G185E-5204		-
TU185E-6676	3217827	3218270	-	G185E-7162		-
TU185E-7041	4088328	4088531	-	G185E-7928		-
TU185E-5206	97758	98351	+	G185E-4206		-
TU185E-7409	2508434	2509375	-	G185E-6449	P381-PWY ; PWY-7962	adenosylcobinamide-GDP biosynthesis from cobyrinate <i>a,c</i>-diamide;adenosylcobalamin biosynthesis II (aerobic)
TU185E-5328	396201	397367	+	G185E-4455		-
TU185E-7673	356862	358064	-	G185E-4416		-
TU185E-6292	2452115	2453272	-	G185E-6400		-
TU185E-5696	1136573	1138147	-	G185E-5177 ; G185E-5176	PWY-6404 ; UDPNAGSYN-PWY;TRNA-CHARGING-PWY ; PWY-5921 ; PWY0-1479	UDP-<i>N</i>-acetyl-D-glucosamine biosynthesis I;superpathway of mycolyl-arabinogalactan-peptidoglycan complex biosynthesis;glutaminyl-tRNA<sup>gln</sup> biosynthesis via transamidation;tRNA charging
TU185E-6660	3183905	3184567	+	G185E-7125		-
TU185E-7025	4060648	4062198	-	G185E-7901 ; G185E-7900		-
TU185E-5190	60396	63020	+	G185E-4172		-
TU185E-7393	2678653	2680005	-	G185E-6612	PHESYN ; PWY-5837 ; PWY-6406	L-phenylalanine biosynthesis I;
TU185E-5312	366150	372764	-	G185E-4427		-
TU185E-7657	442395	443078	+	G185E-4488		-
TU185E-6276	2425048	2429858	-	G185E-6375 ; G185E-6374 ; G185E-6373 ; G185E-6372		-
TU185E-5680	1108578	1109171	-	G185E-5149		-
TU185E-6644	3147959	3148258	-	G185E-7091		-
TU185E-7009	4033269	4034042	-	G185E-7869		-
TU185E-5174	34295	38947	+	G185E-4149 ; G185E-4148 ; G185E-4147 ; G185E-4146	PWY-6519;PWY0-42 ; FAO-PWY ; PWY0-1337 ; PWY-5971 ; P221-PWY ; PWY-5989	-;8-amino-7-oxononanoate biosynthesis I;stearate biosynthesis II (bacteria and plants);palmitate biosynthesis II (bacteria and plants);octane oxidation;2-methylcitrate cycle I;fatty acid &beta;-oxidation I;oleate &beta;-oxidation
TU185E-7377	2828556	2829803	-	G185E-6749		-
