Locus	Name	Product	type	start	end	strand	snpEff_locus_id
Rv1874	Rv1874	Unknown protein	CDS	2123684	2124370	+	CDS_NC_000962.3_2123684_2124370
Rv0275c	Rv0275c	Possible transcriptional regulatory protein (possibly TetR-family)	CDS	330933	331658	-	CDS_NC_000962.3_330933_331658
Rv0276	Rv0276	Conserved hypothetical protein	CDS	331748	332668	+	CDS_NC_000962.3_331748_332668
Rv0277c	vapC25	Possible toxin VapC25. Contains PIN domain.	CDS	332708	333136	-	CDS_NC_000962.3_332708_333136
Rv0279c	PE_PGRS4	PE-PGRS family protein PE_PGRS4	CDS	336560	339073	-	CDS_NC_000962.3_336560_339073
Rv0284	eccC3	ESX conserved component EccC3. ESX-3 type VII secretion system protein. Possible membrane protein.	CDS	345635	349627	+	CDS_NC_000962.3_345635_349627
Rv0283	eccB3	ESX conserved component EccB3. ESX-3 type VII secretion system protein. Possible membrane protein.	CDS	344022	345638	+	CDS_NC_000962.3_344022_345638
Rv0290	eccD3	ESX conserved component EccD3. ESX-3 type VII secretion system protein. Probable transmembrane protein.	CDS	353083	354501	+	CDS_NC_000962.3_353083_354501
Rv0316	Rv0316	Possible muconolactone isomerase	CDS	384535	385149	+	CDS_NC_000962.3_384535_385149
Rv0333	Rv0333	Unknown protein	CDS	398254	398628	+	CDS_NC_000962.3_398254_398628
Rv2963	Rv2963	Probable integral membrane protein	CDS	3315236	3316456	+	CDS_NC_000962.3_3315236_3316456
Rv0292	eccE3	ESX conserved component EccE3. ESX-3 type VII secretion system protein. Probable transmembrane protein.	CDS	355880	356875	+	CDS_NC_000962.3_355880_356875
Rv0293c	Rv0293c	Conserved protein	CDS	356862	358064	-	CDS_NC_000962.3_356862_358064
Rv0294	tam	Probable trans-aconitate methyltransferase Tam	CDS	358171	358956	+	CDS_NC_000962.3_358171_358956
Rv0364	Rv0364	Possible conserved transmembrane protein	CDS	442395	443078	+	CDS_NC_000962.3_442395_443078
Rv0508	Rv0508	Conserved hypothetical protein	CDS	600098	600391	+	CDS_NC_000962.3_600098_600391
Rv0303	Rv0303	Probable dehydrogenase/reductase	CDS	365234	366142	+	CDS_NC_000962.3_365234_366142
Rv0298	Rv0298	Hypothetical protein	CDS	363252	363479	+	CDS_NC_000962.3_363252_363479
Rv0299	Rv0299	Hypothetical protein	CDS	363476	363778	+	CDS_NC_000962.3_363476_363778
Rv0300	vapB2	Possible antitoxin VapB2	CDS	363826	364047	+	CDS_NC_000962.3_363826_364047
Rv0326	Rv0326	Hypothetical protein	CDS	392273	392728	+	CDS_NC_000962.3_392273_392728
Rv0332	Rv0332	Conserved protein	CDS	397442	398227	+	CDS_NC_000962.3_397442_398227
Rv0347	Rv0347	Probable conserved membrane protein	CDS	417304	418290	+	CDS_NC_000962.3_417304_418290
Rv0308	Rv0308	Probable conserved integral membrane protein	CDS	377113	377829	+	CDS_NC_000962.3_377113_377829
Rv0309	Rv0309	Possible conserved exported protein	CDS	377931	378587	+	CDS_NC_000962.3_377931_378587
Rv0310c	Rv0310c	Conserved protein	CDS	378657	379148	-	CDS_NC_000962.3_378657_379148
Rv0312	Rv0312	Conserved hypothetical proline and threonine rich protein	CDS	380556	382418	+	CDS_NC_000962.3_380556_382418
Rv0315	Rv0315	Possible beta-1,3-glucanase precursor	CDS	383602	384486	+	CDS_NC_000962.3_383602_384486
Rv0499	Rv0499	Conserved hypothetical protein	CDS	589183	590058	+	CDS_NC_000962.3_589183_590058
Rv0318c	Rv0318c	Probable conserved integral membrane protein	CDS	386305	387099	-	CDS_NC_000962.3_386305_387099
Rv0319	pcp	Probable pyrrolidone-carboxylate peptidase Pcp (5-oxoprolyl-peptidase) (pyroglutamyl-peptidase I) (PGP-I) (pyrase)	CDS	387148	387816	+	CDS_NC_000962.3_387148_387816
Rv0321	dcd	Probable deoxycytidine triphosphate deaminase Dcd (dCTP deaminase)	CDS	388582	389154	+	CDS_NC_000962.3_388582_389154
Rv0322	udgA	Probable UDP-glucose 6-dehydrogenase UdgA (UDP-GLC dehydrogenase) (UDP-GLCDH) (UDPGDH)	CDS	389260	390591	+	CDS_NC_000962.3_389260_390591
Rv0323c	Rv0323c	Conserved hypothetical protein	CDS	390580	391251	-	CDS_NC_000962.3_390580_391251
Rv0351	grpE	Probable GrpE protein (HSP-70 cofactor)	CDS	421709	422416	+	CDS_NC_000962.3_421709_422416
Rv0327c	cyp135A1	Possible cytochrome P450 135A1 Cyp135A1	CDS	392696	394045	-	CDS_NC_000962.3_392696_394045
Rv0328	Rv0328	Possible transcriptional regulatory protein (possibly TetR/AcrR-family)	CDS	394111	394713	+	CDS_NC_000962.3_394111_394713
Rv0329c	Rv0329c	Conserved hypothetical protein	CDS	394694	395320	-	CDS_NC_000962.3_394694_395320
Rv0330c	Rv0330c	Hypothetical protein	CDS	395347	396087	-	CDS_NC_000962.3_395347_396087
Rv1115	Rv1115	Possible exported protein	CDS	1240187	1240885	+	CDS_NC_000962.3_1240187_1240885
Rv3902c	Rv3902c	Hypothetical protein	CDS	4387365	4387895	-	CDS_NC_000962.3_4387365_4387895
Rv0335c	PE6	PE family protein PE6	CDS	399535	400050	-	CDS_NC_000962.3_399535_400050
Rv0336	Rv0336	Conserved 13E12 repeat family protein	CDS	400192	401703	+	CDS_NC_000962.3_400192_401703
Rv0337c	aspC	Probable aspartate aminotransferase AspC (transaminase A) (ASPAT)	CDS	401873	403162	-	CDS_NC_000962.3_401873_403162
Rv0365c	Rv0365c	Conserved protein	CDS	443067	444197	-	CDS_NC_000962.3_443067_444197
Rv1890c	Rv1890c	Hypothetical protein	CDS	2139076	2139687	-	CDS_NC_000962.3_2139076_2139687
Rv0340	Rv0340	Conserved protein	CDS	408634	409173	+	CDS_NC_000962.3_408634_409173
Rv0342	iniA	Isoniazid inductible gene protein IniA	CDS	410838	412760	+	CDS_NC_000962.3_410838_412760
Rv0358	Rv0358	Conserved protein	CDS	436860	437507	+	CDS_NC_000962.3_436860_437507
Rv0366c	Rv0366c	Conserved hypothetical protein	CDS	444222	444815	-	CDS_NC_000962.3_444222_444815
Rv0381c	Rv0381c	Hypothetical protein	CDS	456915	457823	-	CDS_NC_000962.3_456915_457823
Rv1061	Rv1061	Conserved protein	CDS	1184015	1184878	+	CDS_NC_000962.3_1184015_1184878
Rv2824c	Rv2824c	Hypothetical protein	CDS	3131770	3132714	-	CDS_NC_000962.3_3131770_3132714
Rv0344c	lpqJ	Probable lipoprotein LpqJ	CDS	414381	414941	-	CDS_NC_000962.3_414381_414941
Rv0345	Rv0345	Conserved hypothetical protein	CDS	415050	415460	+	CDS_NC_000962.3_415050_415460
Rv0348	Rv0348	Possible transcriptional regulatory protein	CDS	418293	418946	+	CDS_NC_000962.3_418293_418946
Rv0350	dnaK	Probable chaperone protein DnaK (heat shock protein 70) (heat shock 70 kDa protein) (HSP70)	CDS	419835	421712	+	CDS_NC_000962.3_419835_421712
Rv2050	Rv2050	Conserved protein	CDS	2307821	2308156	+	CDS_NC_000962.3_2307821_2308156
Rv0353	hspR	Probable heat shock protein transcriptional repressor HspR (MerR family)	CDS	423639	424019	+	CDS_NC_000962.3_423639_424019
Rv0355c	PPE8	PPE family protein PPE8	CDS	424777	434679	-	CDS_NC_000962.3_424777_434679
Rv0356c	Rv0356c	Conserved protein	CDS	434830	435474	-	CDS_NC_000962.3_434830_435474
Rv0359	Rv0359	Probable conserved integral membrane protein	CDS	437518	438297	+	CDS_NC_000962.3_437518_438297
Rv0361	Rv0361	Probable conserved membrane protein	CDS	438822	439649	+	CDS_NC_000962.3_438822_439649
Rv0394c	Rv0394c	Possible secreted protein	CDS	474122	474841	-	CDS_NC_000962.3_474122_474841
Rv0363c	fba	Probable fructose-bisphosphate aldolase Fba	CDS	441265	442299	-	CDS_NC_000962.3_441265_442299
Rv0369c	Rv0369c	Possible membrane oxidoreductase	CDS	446531	447046	-	CDS_NC_000962.3_446531_447046
Rv0370c	Rv0370c	Possible oxidoreductase	CDS	447147	448043	-	CDS_NC_000962.3_447147_448043
Rv0443	Rv0443	Conserved protein	CDS	532396	532911	+	CDS_NC_000962.3_532396_532911
Rv1413	Rv1413	Conserved hypothetical protein	CDS	1589386	1589901	+	CDS_NC_000962.3_1589386_1589901
Rv0374c	Rv0374c	Probable carbon monoxyde dehydrogenase (small chain)	CDS	451800	452279	-	CDS_NC_000962.3_451800_452279
Rv0375c	Rv0375c	Probable carbon monoxyde dehydrogenase (medium chain)	CDS	452294	453154	-	CDS_NC_000962.3_452294_453154
Rv0387c	Rv0387c	Conserved hypothetical protein	CDS	466672	467406	-	CDS_NC_000962.3_466672_467406
Rv0398c	Rv0398c	Possible secreted protein	CDS	476679	477320	-	CDS_NC_000962.3_476679_477320
Rv0412c	Rv0412c	Possible conserved membrane protein	CDS	498300	499619	-	CDS_NC_000962.3_498300_499619
Rv2208	cobS	Probable cobalamin 5'-phosphate synthase CobS	CDS	2472493	2473242	+	CDS_NC_000962.3_2472493_2473242
Rv0378	Rv0378	Conserved hypothetical glycine rich protein	CDS	455637	455858	+	CDS_NC_000962.3_455637_455858
Rv0379	secE2	Possible protein transport protein SecE2	CDS	455977	456192	+	CDS_NC_000962.3_455977_456192
Rv0380c	Rv0380c	Possible RNA methyltransferase (RNA methylase)	CDS	456268	456819	-	CDS_NC_000962.3_456268_456819
Rv0388c	PPE9	PPE family protein PPE9	CDS	467459	468001	-	CDS_NC_000962.3_467459_468001
Rv0477	Rv0477	Possible conserved secreted protein	CDS	566776	567222	+	CDS_NC_000962.3_566776_567222
Rv2186c	Rv2186c	Conserved hypothetical protein	CDS	2447605	2447994	-	CDS_NC_000962.3_2447605_2447994
Rv0383c	Rv0383c	Possible conserved secreted protein	CDS	458461	459315	-	CDS_NC_000962.3_458461_459315
Rv0385	Rv0385	Probable monooxygenase	CDS	462135	463307	+	CDS_NC_000962.3_462135_463307
Rv0386	Rv0386	Probable transcriptional regulatory protein (probably LuxR/UhpA-family)	CDS	463411	466668	+	CDS_NC_000962.3_463411_466668
Rv1116	Rv1116	Hypothetical protein	CDS	1241003	1241188	+	CDS_NC_000962.3_1241003_1241188
Rv0390	Rv0390	Conserved protein	CDS	469591	470013	+	CDS_NC_000962.3_469591_470013
Rv0391	metZ	Probable O-succinylhomoserine sulfhydrylase MetZ (OSH sulfhydrylase)	CDS	470010	471230	+	CDS_NC_000962.3_470010_471230
Rv0392c	ndhA	Probable membrane NADH dehydrogenase NdhA	CDS	471227	472639	-	CDS_NC_000962.3_471227_472639
Rv0399c	lpqK	Possible conserved lipoprotein LpqK	CDS	477327	478556	-	CDS_NC_000962.3_477327_478556
Rv0454	Rv0454	Conserved hypothetical protein	CDS	544835	545185	+	CDS_NC_000962.3_544835_545185
Rv0402c	mmpL1	Probable conserved transmembrane transport protein MmpL1	CDS	480355	483231	-	CDS_NC_000962.3_480355_483231
Rv0403c	mmpS1	Probable conserved membrane protein MmpS1	CDS	483228	483656	-	CDS_NC_000962.3_483228_483656
Rv0405	pks6	Probable membrane bound polyketide synthase Pks6	CDS	485731	489939	+	CDS_NC_000962.3_485731_489939
Rv0406c	Rv0406c	Beta lactamase like protein	CDS	489887	490705	-	CDS_NC_000962.3_489887_490705
Rv0409	ackA	Probable acetate kinase AckA (acetokinase)	CDS	493851	495008	+	CDS_NC_000962.3_493851_495008
Rv0411c	glnH	Probable glutamine-binding lipoprotein GlnH (GLNBP)	CDS	497314	498300	-	CDS_NC_000962.3_497314_498300
Rv1117	Rv1117	Conserved protein	CDS	1241633	1241956	+	CDS_NC_000962.3_1241633_1241956
Rv0410c	pknG	Serine/threonine-protein kinase PknG (protein kinase G) (STPK G)	CDS	495062	497314	-	CDS_NC_000962.3_495062_497314
Rv0415	thiO	Possible thiamine biosynthesis oxidoreductase ThiO	CDS	501148	502170	+	CDS_NC_000962.3_501148_502170
Rv0416	thiS	Possible protein ThiS	CDS	502167	502373	+	CDS_NC_000962.3_502167_502373
Rv0456c	echA2	enoyl-CoA hydratase EchA2 (enoyl hydrase) (unsaturated acyl-CoA hydratase) (crotonase)	CDS	545889	546803	-	CDS_NC_000962.3_545889_546803
Rv1417	Rv1417	Possible conserved membrane protein	CDS	1592150	1592614	+	CDS_NC_000962.3_1592150_1592614
Rv0419	lpqM	Possible lipoprotein peptidase LpqM	CDS	505086	506582	+	CDS_NC_000962.3_505086_506582
Rv0420c	Rv0420c	Possible transmembrane protein	CDS	506561	506971	-	CDS_NC_000962.3_506561_506971
Rv0421c	Rv0421c	Conserved hypothetical protein	CDS	507132	507761	-	CDS_NC_000962.3_507132_507761
Rv0422c	thiD	Probable phosphomethylpyrimidine kinase ThiD (HMP-phosphate kinase) (HMP-P kinase)	CDS	507758	508555	-	CDS_NC_000962.3_507758_508555
Rv0424c	Rv0424c	Hypothetical protein	CDS	510377	510652	-	CDS_NC_000962.3_510377_510652
Rv0506	mmpS2	Probable conserved membrane protein MmpS2	CDS	596759	597202	+	CDS_NC_000962.3_596759_597202
Rv1418	lprH	Probable lipoprotein LprH	CDS	1592639	1593325	+	CDS_NC_000962.3_1592639_1593325
Rv2111c	pup	Prokaryotic ubiquitin-like protein Pup	CDS	2370598	2370792	-	CDS_NC_000962.3_2370598_2370792
Rv0426c	Rv0426c	Possible transmembrane protein	CDS	515373	515816	-	CDS_NC_000962.3_515373_515816
Rv0429c	def	Probable polypeptide deformylase Def (PDF) (formylmethionine deformylase)	CDS	517803	518396	-	CDS_NC_000962.3_517803_518396
Rv0430	Rv0430	Conserved hypothetical protein	CDS	518733	519041	+	CDS_NC_000962.3_518733_519041
Rv0431	Rv0431	Putative tuberculin related peptide	CDS	519073	519567	+	CDS_NC_000962.3_519073_519567
Rv0432	sodC	Periplasmic superoxide dismutase [Cu-Zn] SodC	CDS	519600	520322	+	CDS_NC_000962.3_519600_520322
Rv1676	Rv1676	Unknown protein	CDS	1901047	1901751	+	CDS_NC_000962.3_1901047_1901751
Rv0436c	pssA	Probable CDP-diacylglycerol--serine O-phosphatidyltransferase PssA (PS synthase) (phosphatidylserine synthase)	CDS	524530	525390	-	CDS_NC_000962.3_524530_525390
Rv0438c	moeA2	Probable molybdopterin biosynthesis protein MoeA2	CDS	526143	527360	-	CDS_NC_000962.3_526143_527360
Rv0464c	Rv0464c	Conserved protein	CDS	554313	554885	-	CDS_NC_000962.3_554313_554885
Rv3528c	Rv3528c	Unknown protein	CDS	3964479	3965192	-	CDS_NC_000962.3_3964479_3965192
Rv0441c	Rv0441c	Hypothetical protein	CDS	530296	530724	-	CDS_NC_000962.3_530296_530724
Rv0442c	PPE10	PPE family protein PPE10	CDS	530751	532214	-	CDS_NC_000962.3_530751_532214
Rv0456A	mazF1	Possible toxin MazF1	CDS	547076	547357	-	CDS_NC_000962.3_547076_547357
Rv0444c	rskA	Anti-sigma factor RskA (regulator of sigma K)	CDS	533091	533789	-	CDS_NC_000962.3_533091_533789
Rv0462	lpdC	Dihydrolipoamide dehydrogenase LpdC (lipoamide reductase (NADH)) (lipoyl dehydrogenase) (dihydrolipoyl dehydrogenase) (diaphorase)	CDS	552614	554008	+	CDS_NC_000962.3_552614_554008
Rv0941c	Rv0941c	Conserved hypothetical protein	CDS	1051544	1052317	-	CDS_NC_000962.3_1051544_1052317
Rv0446c	Rv0446c	Possible conserved transmembrane protein	CDS	534445	535215	-	CDS_NC_000962.3_534445_535215
Rv0448c	Rv0448c	Conserved hypothetical protein	CDS	536504	537169	-	CDS_NC_000962.3_536504_537169
Rv0449c	Rv0449c	Conserved hypothetical protein	CDS	537229	538548	-	CDS_NC_000962.3_537229_538548
Rv0453	PPE11	PPE family protein PPE11	CDS	543174	544730	+	CDS_NC_000962.3_543174_544730
Rv0540	Rv0540	Conserved hypothetical protein	CDS	632372	633034	+	CDS_NC_000962.3_632372_633034
Rv0451c	mmpS4	Probable conserved membrane protein MmpS4	CDS	541488	541910	-	CDS_NC_000962.3_541488_541910
Rv0452	Rv0452	Possible transcriptional regulatory protein	CDS	542142	542852	+	CDS_NC_000962.3_542142_542852
Rv0457c	Rv0457c	Probable peptidase	CDS	547586	549607	-	CDS_NC_000962.3_547586_549607
Rv0458	Rv0458	Probable aldehyde dehydrogenase	CDS	549675	551198	+	CDS_NC_000962.3_549675_551198
Rv0459	Rv0459	Conserved hypothetical protein	CDS	551198	551689	+	CDS_NC_000962.3_551198_551689
Rv0460	Rv0460	Conserved hydrophobic protein	CDS	551749	551988	+	CDS_NC_000962.3_551749_551988
Rv0466	Rv0466	Conserved protein	CDS	556458	557252	+	CDS_NC_000962.3_556458_557252
Rv0468	fadB2	3-hydroxybutyryl-CoA dehydrogenase FadB2 (beta-hydroxybutyryl-CoA dehydrogenase) (BHBD)	CDS	558895	559755	+	CDS_NC_000962.3_558895_559755
Rv0469	umaA	Possible mycolic acid synthase UmaA	CDS	559888	560748	+	CDS_NC_000962.3_559888_560748
Rv0476	Rv0476	Possible conserved transmembrane protein	CDS	566508	566771	+	CDS_NC_000962.3_566508_566771
Rv0991c	Rv0991c	Conserved serine rich protein	CDS	1108172	1108504	-	CDS_NC_000962.3_1108172_1108504
Rv0470A	Rv0470A	Hypothetical protein	CDS	561854	562294	-	CDS_NC_000962.3_561854_562294
Rv0471c	Rv0471c	Hypothetical protein	CDS	562225	562713	-	CDS_NC_000962.3_562225_562713
Rv0473	Rv0473	Possible conserved transmembrane protein	CDS	563564	564934	+	CDS_NC_000962.3_563564_564934
Rv0474	Rv0474	Probable transcriptional regulatory protein	CDS	565021	565443	+	CDS_NC_000962.3_565021_565443
Rv0504c	Rv0504c	Conserved protein	CDS	594802	595302	-	CDS_NC_000962.3_594802_595302
Rv0622	Rv0622	Possible membrane protein	CDS	715370	716317	+	CDS_NC_000962.3_715370_716317
Rv0478	deoC	Probable deoxyribose-phosphate aldolase DeoC (phosphodeoxyriboaldolase) (deoxyriboaldolase)	CDS	567222	567896	+	CDS_NC_000962.3_567222_567896
Rv0479c	Rv0479c	Probable conserved membrane protein	CDS	567921	568967	-	CDS_NC_000962.3_567921_568967
Rv0481c	Rv0481c	Hypothetical protein	CDS	569988	570512	-	CDS_NC_000962.3_569988_570512
Rv0496	Rv0496	Conserved hypothetical protein	CDS	586394	587380	+	CDS_NC_000962.3_586394_587380
Rv0518	Rv0518	Possible exported protein	CDS	610188	610883	+	CDS_NC_000962.3_610188_610883
Rv1337	Rv1337	Probable integral membrane protein	CDS	1504356	1505078	+	CDS_NC_000962.3_1504356_1505078
Rv3622c	PE32	PE family protein PE32	CDS	4061899	4062198	-	CDS_NC_000962.3_4061899_4062198
Rv0483	lprQ	Probable conserved lipoprotein LprQ	CDS	571710	573065	+	CDS_NC_000962.3_571710_573065
Rv0484c	Rv0484c	Probable short-chain type oxidoreductase	CDS	573046	573801	-	CDS_NC_000962.3_573046_573801
Rv0485	Rv0485	Possible transcriptional regulatory protein	CDS	573984	575300	+	CDS_NC_000962.3_573984_575300
Rv0495c	Rv0495c	Conserved hypothetical protein	CDS	585424	586314	-	CDS_NC_000962.3_585424_586314
Rv0497	Rv0497	Probable conserved transmembrane protein	CDS	587377	588309	+	CDS_NC_000962.3_587377_588309
Rv0837c	Rv0837c	Hypothetical protein	CDS	933003	934031	-	CDS_NC_000962.3_933003_934031
Rv0487	Rv0487	Conserved hypothetical protein	CDS	576787	577338	+	CDS_NC_000962.3_576787_577338
Rv0489	gpm1	Probable phosphoglycerate mutase 1 Gpm1 (phosphoglyceromutase) (PGAM) (BPG-dependent PGAM)	CDS	578426	579175	+	CDS_NC_000962.3_578426_579175
Rv0498	Rv0498	Conserved hypothetical protein	CDS	588325	589167	+	CDS_NC_000962.3_588325_589167
Rv1322A	Rv1322A	Conserved protein	CDS	1485313	1485771	-	CDS_NC_000962.3_1485313_1485771
Rv1590	Rv1590	Conserved hypothetical protein	CDS	1791334	1791573	+	CDS_NC_000962.3_1791334_1791573
Rv2014	Rv2014	Transposase	CDS	2261098	2261688	+	CDS_NC_000962.3_2261098_2261688
Rv2270	lppN	Probable lipoprotein LppN	CDS	2544698	2545225	+	CDS_NC_000962.3_2544698_2545225
Rv0493c	Rv0493c	Conserved protein	CDS	583701	584690	-	CDS_NC_000962.3_583701_584690
Rv0494	Rv0494	Probable transcriptional regulatory protein (probably GntR-family)	CDS	584695	585423	+	CDS_NC_000962.3_584695_585423
Rv0515	Rv0515	Conserved 13E12 repeat family protein	CDS	606551	608062	+	CDS_NC_000962.3_606551_608062
Rv0502	Rv0502	Conserved protein	CDS	592791	593867	+	CDS_NC_000962.3_592791_593867
Rv1532c	Rv1532c	Conserved hypothetical protein	CDS	1733116	1733550	-	CDS_NC_000962.3_1733116_1733550
Rv3675	Rv3675	Possible membrane protein	CDS	4116002	4116379	+	CDS_NC_000962.3_4116002_4116379
Rv0500	proC	Probable pyrroline-5-carboxylate reductase ProC (P5CR) (P5C reductase)	CDS	590083	590970	+	CDS_NC_000962.3_590083_590970
Rv0507	mmpL2	Probable conserved transmembrane transport protein MmpL2	CDS	597199	600105	+	CDS_NC_000962.3_597199_600105
Rv0509	hemA	Probable glutamyl-tRNA reductase HemA (GLUTR)	CDS	600441	601847	+	CDS_NC_000962.3_600441_601847
Rv0519c	Rv0519c	Possible conserved membrane protein	CDS	611172	612074	-	CDS_NC_000962.3_611172_612074
Rv0512	hemB	Probable delta-aminolevulinic acid dehydratase HemB (porphobilinogen synthase) (ALAD) (ALADH)	CDS	604602	605591	+	CDS_NC_000962.3_604602_605591
Rv0513	Rv0513	Possible conserved transmembrane protein	CDS	605604	606152	+	CDS_NC_000962.3_605604_606152
Rv0517	Rv0517	Possible membrane acyltransferase	CDS	608746	610056	+	CDS_NC_000962.3_608746_610056
Rv1359	Rv1359	Probable transcriptional regulatory protein	CDS	1530173	1530925	+	CDS_NC_000962.3_1530173_1530925
Rv1455	Rv1455	Conserved protein	CDS	1640680	1641543	+	CDS_NC_000962.3_1640680_1641543
Rv0523c	Rv0523c	Conserved protein	CDS	614326	614721	-	CDS_NC_000962.3_614326_614721
Rv0525	Rv0525	Conserved protein	CDS	616223	616831	+	CDS_NC_000962.3_616223_616831
Rv0526	Rv0526	Possible thioredoxin protein (thiol-disulfide interchange protein)	CDS	616846	617496	+	CDS_NC_000962.3_616846_617496
Rv0532	PE_PGRS6	PE-PGRS family protein PE_PGRS6	CDS	622793	624577	+	CDS_NC_000962.3_622793_624577
Rv1541c	lprI	Possible lipoprotein LprI	CDS	1743778	1744371	-	CDS_NC_000962.3_1743778_1744371
Rv0528	Rv0528	Probable conserved transmembrane protein	CDS	618305	619894	+	CDS_NC_000962.3_618305_619894
Rv0529	ccsA	Possible cytochrome C-type biogenesis protein CcsA	CDS	619891	620865	+	CDS_NC_000962.3_619891_620865
Rv0530	Rv0530	Conserved protein	CDS	620907	622124	+	CDS_NC_000962.3_620907_622124
Rv0530A	Rv0530A	Conserved protein	CDS	622121	622282	-	CDS_NC_000962.3_622121_622282
Rv0560c	Rv0560c	Possible benzoquinone methyltransferase (methylase)	CDS	650779	651504	-	CDS_NC_000962.3_650779_651504
Rv0679c	Rv0679c	Conserved threonine rich protein	CDS	779543	780040	-	CDS_NC_000962.3_779543_780040
Rv0750	Rv0750	Conserved hypothetical protein	CDS	842033	842278	+	CDS_NC_000962.3_842033_842278
Rv1118c	Rv1118c	Conserved protein	CDS	1241971	1242831	-	CDS_NC_000962.3_1241971_1242831
Rv1119c	Rv1119c	Hypothetical protein	CDS	1242864	1243013	-	CDS_NC_000962.3_1242864_1243013
Rv0534c	menA	1,4-dihydroxy-2-naphthoate octaprenyltransferase MenA (DHNA-octaprenyltransferase)	CDS	625562	626440	-	CDS_NC_000962.3_625562_626440
Rv0541c	Rv0541c	Probable conserved integral membrane protein	CDS	633055	634404	-	CDS_NC_000962.3_633055_634404
Rv0598c	vapC27	Possible toxin VapC27. Contains PIN domain.	CDS	697154	697567	-	CDS_NC_000962.3_697154_697567
Rv1136	Rv1136	Possible enoyl-CoA hydratase	CDS	1264606	1264947	+	CDS_NC_000962.3_1264606_1264947
Rv0537c	Rv0537c	Probable integral membrane protein	CDS	628298	629731	-	CDS_NC_000962.3_628298_629731
Rv0539	Rv0539	Probable dolichyl-phosphate sugar synthase (dolichol-phosphate sugar synthetase) (dolichol-phosphate sugar transferase) (sugar phosphoryldolichol synthase)	CDS	631743	632375	+	CDS_NC_000962.3_631743_632375
